Number,Active,Activity due,Category,Subcategory,Knowledge,Configuration item,Company,Event Severity,Impact,Parent Incident,Priority,Severity,Alert,Assignment group,Channel,Domain,Location,Complexity,asset_id,Created,Description,Monitoring Based KB Article,Additional assignee list,Event Policy,Approval,Approval history,Approval set,Assigned to,Business duration,Performance
INC06098732,TRUE,UNKNOWN,Monitoring Alert,,FALSE,KOMAT-EC-BR-BLH-XS-1,KOMATSU MINING,CRITICAL,1 - High,INC06047135,1 - Critical,2 - Medium,Alert0483822,SO-NOC-Level 1,Alert,TOP/Customer/KOMATSU MINING,(empty),1,ASSET-783,6/25/24 12:43,Grouped Alerts: KOMAT-globalkomatsu-orch...,KB0048670 v22.0,,,Not Yet Requested,,(empty),(empty),,Overdue
INC06114492,TRUE,UNKNOWN,Monitoring Alert,,FALSE,GFS-FLKEYWESTR1,GORDON FOOD SERVICE INC,CRITICAL,1 - High,INC06114473,1 - Critical,2 - Medium,Alert0509565,SO-NOC-Level 1,Alert,TOP/Customer/GORDON FOOD SERVICE INC,(empty),3,ASSET-783,07/08/24 14:09,GFS-FLKEYWESTR1: Interface 'Tu30 - SVDCW...,KB0013545 v10.0,,,Not Yet Requested,,(empty),Akash Sabu: CDW,,On Time
INC06121691,TRUE,UNKNOWN,Monitoring Alert,,FALSE,GFS-TXLEACITYR1,GORDON FOOD SERVICE INC,CRITICAL,1 - High,(empty),1 - Critical,2 - Medium,Alert0519855,SO-NOC-Level 1,Alert,TOP/Customer/GORDON FOOD SERVICE INC,(empty),3,ASSET-783,07/12/24 10:51,Grouped Alerts: GFS-TXLEACITYR1: Interfa...,KB0013545 v10.0,,,Not Yet Requested,,(empty),Akash Sabu: CDW,,Overdue
INC06101600,TRUE,UNKNOWN,Monitoring Alert,,FALSE,DCAPPS-H-MGTP02-DEN-01,HMS APPS TEAMS,CRITICAL,1 - High,INC05875261,1 - Critical,1 - High,Alert0487721,CDW Custom Apps,Alert,TOP/Customer - No offshore access/HMS AP...,(empty),1,ASSET-784,6/26/24 22:08,DCAPPS-H-MGTP02-DEN-01: Cisco ACI Generi...,KB0024044 v11.0,,,Not Yet Requested,,(empty),Emmanuel Mennesson: CDW,,Overdue
INC06111069,TRUE,UNKNOWN,Monitoring Alert,,FALSE,KOMAT-EC-ZA-NZA-ECV-1,KOMATSU MINING,CRITICAL,1 - High,INC06047135,1 - Critical,2 - Medium,Alert0504401,SO-NOC-Level 1,Alert,TOP/Customer/KOMATSU MINING,(empty),1,ASSET-784,07/05/24 5:41,KOMAT-globalkomatsu-orch-use1: ec-za-nza...,KB0048670 v22.0,,,Not Yet Requested,,(empty),(empty),,Overdue
INC04874354,TRUE,UNKNOWN,Monitoring Alert,,FALSE,GFS-QCMONTRLIR1,GORDON FOOD SERVICE INC,Critical,,INC04874328,1 - Critical,2 - Medium,(empty),SO-NOC-Network,,TOP/Customer/GORDON FOOD SERVICE INC,(empty),3,ASSET-785,04/02/22 8:01,Interface 'Tu110 - BCDELTADCR1 Canada DM...,KB0013545 v1.0,,Poller: Interface operationally down --1...,Not Yet Requested,,(empty),Srinivas   Kumar: TEK,,On Time
INC06054011,TRUE,UNKNOWN,Monitoring Alert,,FALSE,KOMAT-GLOBALKOMATSU-ORCH-USE1,KOMATSU MINING,CRITICAL,1 - High,INC06047135,1 - Critical,2 - Medium,Alert0413593,SO-NOC-Level 1,Alert,TOP/Customer/KOMATSU MINING,(empty),1,ASSET-785,5/27/24 0:18,KOMAT-globalkomatsu-orch-use1: Orchestra...,KB0048529 v45.0,,,Not Yet Requested,,(empty),(empty),,Overdue
INC06114552,TRUE,UNKNOWN,Monitoring Alert,,FALSE,GFS-ILNILESR1,GORDON FOOD SERVICE INC,CRITICAL,1 - High,INC06114473,1 - Critical,2 - Medium,Alert0509634,SO-NOC-Level 1,Alert,TOP/Customer/GORDON FOOD SERVICE INC,(empty),3,ASSET-785,07/08/24 14:11,GFS-ILNILESR1: Interface 'Tu30 - SVDCWNR...,KB0013545 v10.0,,,Not Yet Requested,,(empty),Akash Sabu: CDW,,On Time
INC06103435,TRUE,UNKNOWN,Monitoring Alert,,FALSE,CLALL-DC1-LEAF11,CLIFTONLARSONALLEN LLP,CRITICAL,,INC06068996,1 - Critical,2 - Medium,Alert0490894,SO-NOC-Network,Alert,TOP/Customer/CLIFTONLARSONALLEN LLP,(empty),1,ASSET-786,6/28/24 8:27,Grouped Alerts: CLALL-dc1-leaf11: Cisco ...,KB0024044 v11.0,,,Not Yet Requested,,(empty),sangeeta sharma: TEK,,On Time
INC06015014,TRUE,UNKNOWN,Monitoring Alert,,FALSE,FLAGS-JK-PCCECUICB01,"FLAGSTAR BANCORP, INC.",CRITICAL,1 - High,INC05923030,1 - Critical,2 - Medium,Alert0335157,SO-NOC-Collab,Alert,"TOP/Customer/FLAGSTAR BANCORP, INC.",(empty),1,ASSET-788,4/27/24 1:43,\FLAGS-CCE-02:JK-PCCECUICB01 CUIC Data S...,KB0025404 v2.0,,,Not Yet Requested,,(empty),Eric Tanney: CDW,0 Seconds,On Time
INC06118784,TRUE,UNKNOWN,Monitoring Alert,,FALSE,INFRA-INFRA-S-BMN07,HMS INFRASTRUCTURE TEAM,CRITICAL,1 - High,INC06110404,1 - Critical,2 - Medium,Alert0515336,CDW ENG Infrastructure,Alert,TOP/Customer - No offshore access/HMS IN...,(empty),1,ASSET-788,07/10/24 23:59,"INFRA-infra-s-bmn07: Content Policy: ""co...",KB0032850 v4.0,,,Not Yet Requested,,(empty),Nathan Montemayor: CDW,,On Time
INC06024647,TRUE,UNKNOWN,Monitoring Alert,,FALSE,FLAGS-TR-PCCECUICA01,"FLAGSTAR BANCORP, INC.",CRITICAL,1 - High,INC05923030,1 - Critical,2 - Medium,Alert0355223,SO-NOC-Collab,Alert,"TOP/Customer/FLAGSTAR BANCORP, INC.",(empty),1,ASSET-789,05/05/24 18:35,\FLAGS-CCE-02:TR-PCCECUICA01 CUIC Data S...,KB0025404 v2.0,,,Not Yet Requested,,(empty),Eric Tanney: CDW,,On Time
INC06035733,TRUE,UNKNOWN,Monitoring Alert,,FALSE,CDWEC-MSPC-CORE01-LABNET,CDW EXPERIENCE CENTER,CRITICAL,1 - High,INC05376280,1 - Critical,2 - Medium,Alert0378883,SO-NOC-Level 1,Alert,TOP/Customer/CDW EXPERIENCE CENTER,(empty),3,ASSET-789,5/14/24 10:03,CDWEC-mspc-core01-labnet: Interface 'Eth...,KB0013545 v10.0,,,Not Yet Requested,,(empty),(empty),,On Time
INC06081416,TRUE,UNKNOWN,Monitoring Alert,,FALSE,FLAGS-TR-PCCECUICA01,"FLAGSTAR BANCORP, INC.",CRITICAL,1 - High,INC05923030,1 - Critical,2 - Medium,Alert0451767,SO-NOC-Collab,Alert,"TOP/Customer/FLAGSTAR BANCORP, INC.",(empty),1,ASSET-789,06/12/24 22:07,\FLAGS-CCE-02:TR-PCCECUICA01 CUIC Data S...,KB0025404 v3.0,,,Not Yet Requested,,(empty),Eric Tanney: CDW,,On Time
INC06088023,TRUE,UNKNOWN,Monitoring Alert,,FALSE,KOMAT-EC-IN-NAG-XS-1,KOMATSU MINING,CRITICAL,1 - High,INC06047135,1 - Critical,2 - Medium,Alert0465108,SO-NOC-Level 1,Alert,TOP/Customer/KOMATSU MINING,(empty),1,ASSET-789,6/18/24 8:19,Grouped Alerts: KOMAT-globalkomatsu-orch...,KB0037391 v33.0,,,Not Yet Requested,,(empty),(empty),,Overdue
INC06117931,TRUE,UNKNOWN,Monitoring Alert,,FALSE,ARCHB-MAIN_OFFICE,ARCHBISHOP MITTY HIGH SCHOOL,CRITICAL,1 - High,INC06117904,1 - Critical,2 - Medium,Alert0514228,SO-NOC-Level 1,Alert,TOP/Customer/ARCHBISHOP MITTY HIGH SCHOOL,(empty),3,ASSET-789,07/10/24 16:05,ARCHB-main_office: Interface 'Te1/0/37 -...,KB0013545 v10.0,,,Not Yet Requested,,(empty),Akash Sabu: CDW,,On Time
INC06127481,TRUE,UNKNOWN,Monitoring Alert,,FALSE,ARCHB-ADVANCEMENT,ARCHBISHOP MITTY HIGH SCHOOL,CRITICAL,1 - High,(empty),1 - Critical,2 - Medium,Alert0529040,SO-NOC-Network,Alert,TOP/Customer/ARCHBISHOP MITTY HIGH SCHOOL,(empty),3,ASSET-789,7/16/24 12:29,ARCHB-Advancement: Interface 'Te1/0/42' ...,KB0013545 v10.0,,,Not Yet Requested,,(empty),Mohammed  Raza: TEK,,On Time
INC06114491,TRUE,UNKNOWN,Monitoring Alert,,FALSE,GFS-PAERIER1,GORDON FOOD SERVICE INC,CRITICAL,1 - High,INC06114473,1 - Critical,2 - Medium,Alert0509574,SO-NOC-Level 1,Alert,TOP/Customer/GORDON FOOD SERVICE INC,(empty),3,ASSET-791,07/08/24 14:09,GFS-PAERIER1: Interface 'Tu30 - SVDCWNR1...,KB0013545 v10.0,,,Not Yet Requested,,(empty),Akash Sabu: CDW,,On Time
INC05137166,TRUE,UNKNOWN,Monitoring Alert,,FALSE,HCS-HCS-SBC-HCSCORE-ORD-2,CDW CLOUD COLLABORATION,,,INC05137171,1 - Critical,2 - Medium,(empty),SO-NOC-Level 1,Prognosis,TOP/Customer - No offshore access/CDW CL...,(empty),1,ASSET-792,8/22/22 21:03,[HCS-SBC-HCSCORE-ORD-2]: SBC Session Age...,KB0035843 v32.0,,,Not Yet Requested,,(empty),Jesse Burse: CDW,,On Time
INC06114614,TRUE,UNKNOWN,Monitoring Alert,,FALSE,GFS-MIORCHARDR1,GORDON FOOD SERVICE INC,CRITICAL,1 - High,INC06114473,1 - Critical,2 - Medium,Alert0509677,SO-NOC-Level 1,Alert,TOP/Customer/GORDON FOOD SERVICE INC,(empty),3,ASSET-792,07/08/24 14:11,GFS-MIORCHARDR1: Interface 'Tu30 - SVDCW...,KB0013545 v10.0,,,Not Yet Requested,,(empty),Akash Sabu: CDW,,On Time
INC06010898,TRUE,UNKNOWN,Monitoring Alert,,FALSE,FRESK-FRESK-GRAND-ISLAND,FRESENIUS KABI USA LLC,CRITICAL,1 - High,INC05917130,1 - Critical,2 - Medium,Alert0328137,SO-NOC-Network,Alert,TOP/Customer/FRESENIUS KABI USA LLC,(empty),1,ASSET-793,4/24/24 7:10,FRESK-FRESK-Grand-Island: Meraki Switch ...,KB0023930 v1.0,,,Not Yet Requested,,(empty),Pat Howey: CDW,1 Hour 28 Minutes,On Time
INC06082312,TRUE,UNKNOWN,Monitoring Alert,,FALSE,FRESK-FRESK-GRAND-ISLAND,FRESENIUS KABI USA LLC,CRITICAL,1 - High,INC05917130,1 - Critical,2 - Medium,Alert0453097,SO-NOC-Network,Alert,TOP/Customer/FRESENIUS KABI USA LLC,(empty),1,ASSET-793,6/13/24 13:15,Grouped Alerts: FRESK-FRESK-Grand-Island...,KB0023930 v1.0,,,Not Yet Requested,,(empty),Pat Howey: CDW,,On Time
INC06103956,TRUE,UNKNOWN,Monitoring Alert,,FALSE,CLALL-DC1-LEAF11,CLIFTONLARSONALLEN LLP,CRITICAL,1 - High,INC06068996,1 - Critical,2 - Medium,Alert0491656,SO-NOC-Network,Alert,TOP/Customer/CLIFTONLARSONALLEN LLP,(empty),1,ASSET-793,6/28/24 17:23,Grouped Alerts: CLALL-dc1-leaf11: Cisco ...,KB0024044 v11.0,,,Not Yet Requested,,(empty),sangeeta sharma: TEK,,On Time
INC06070056,TRUE,UNKNOWN,Monitoring Alert,,FALSE,KOMAT-GLOBALKOMATSU-ORCH-USE1,KOMATSU MINING,CRITICAL,1 - High,INC06047135,1 - Critical,2 - Medium,Alert0438611,SO-NOC-Level 1,Alert,TOP/Customer/KOMATSU MINING,(empty),1,ASSET-794,06/06/24 17:46,KOMAT-globalkomatsu-orch-use1: ec-us-abn...,KB0037391 v33.0,,,Not Yet Requested,,(empty),(empty),,Overdue
INC06075703,TRUE,UNKNOWN,Monitoring Alert,,FALSE,KOMAT-EC-US-BRK-XS-1,KOMATSU MINING,CRITICAL,1 - High,INC06075088,1 - Critical,2 - Medium,Alert0445052,SO-NOC-Level 1,Alert,TOP/Customer/KOMATSU MINING,(empty),1,ASSET-794,06/10/24 0:04,Grouped Alerts: KOMAT-ec-us-brk-xs-1: Ed...,KB0037391 v33.0,,,Not Yet Requested,,(empty),(empty),1 Day 4 Hours 38 Minutes,On Time
INC06114525,TRUE,UNKNOWN,Monitoring Alert,,FALSE,GFS-INTERHAUTR1,GORDON FOOD SERVICE INC,CRITICAL,1 - High,INC06114473,1 - Critical,2 - Medium,Alert0509609,SO-NOC-Level 1,Alert,TOP/Customer/GORDON FOOD SERVICE INC,(empty),3,ASSET-794,07/08/24 14:09,GFS-INTERHAUTR1: Interface 'Tu30 - SVDCW...,KB0013545 v10.0,,,Not Yet Requested,,(empty),Akash Sabu: CDW,,On Time
INC06016181,TRUE,UNKNOWN,Monitoring Alert,,FALSE,FLAGS-JK-PCCECUICB01,"FLAGSTAR BANCORP, INC.",CRITICAL,1 - High,INC05923030,1 - Critical,2 - Medium,Alert0337750,SO-NOC-Collab,Alert,"TOP/Customer/FLAGSTAR BANCORP, INC.",(empty),1,ASSET-795,4/28/24 14:59,\FLAGS-CCE-02:JK-PCCECUICB01 CUIC Data S...,KB0025404 v2.0,,,Not Yet Requested,,(empty),Eric Tanney: CDW,,On Time
INC06062689,TRUE,UNKNOWN,Monitoring Alert,,FALSE,FLAGS-JK-PCCECUICB01,"FLAGSTAR BANCORP, INC.",CRITICAL,1 - High,INC05923030,1 - Critical,2 - Medium,Alert0428764,SO-NOC-Collab,Alert,"TOP/Customer/FLAGSTAR BANCORP, INC.",(empty),1,ASSET-795,06/02/24 12:47,\FLAGS-CCE-02:JK-PCCECUICB01 CUIC Data S...,KB0025404 v3.0,,,Not Yet Requested,,(empty),Eric Tanney: CDW,,On Time
INC06070594,TRUE,UNKNOWN,Monitoring Alert,,FALSE,FLAGS-JK-PCCECUICB01,"FLAGSTAR BANCORP, INC.",CRITICAL,1 - High,INC05923030,1 - Critical,2 - Medium,Alert0439677,SO-NOC-Collab,Alert,"TOP/Customer/FLAGSTAR BANCORP, INC.",(empty),1,ASSET-795,06/07/24 1:27,\FLAGS-CCE-02:JK-PCCECUICB01 CUIC Data S...,KB0025404 v3.0,,,Not Yet Requested,,(empty),Eric Tanney: CDW,,On Time
INC05224400,TRUE,UNKNOWN,Monitoring Alert,,FALSE,HCS-HCS-SBC-HCSCORE-ORD-2-F,CDW CLOUD COLLABORATION,,,INC05224398,1 - Critical,2 - Medium,(empty),(empty),Prognosis,TOP/Customer - No offshore access/CDW CL...,(empty),1,ASSET-796,10/27/22 2:33,[HCS-SBC-HCSCORE-ORD-2-F]: SBC Session A...,KB0035843 v32.0,,,Not Yet Requested,,(empty),(empty),,On Time
INC06068710,TRUE,UNKNOWN,Monitoring Alert,,FALSE,FLAGS-JK-PCCECUICB01,"FLAGSTAR BANCORP, INC.",CRITICAL,1 - High,INC05923030,1 - Critical,2 - Medium,Alert0436061,SO-NOC-Collab,Alert,"TOP/Customer/FLAGSTAR BANCORP, INC.",(empty),1,ASSET-796,06/05/24 15:17,\FLAGS-CCE-02:JK-PCCECUICB01 CUIC Data S...,KB0025404 v3.0,,,Not Yet Requested,,(empty),Eric Tanney: CDW,,On Time
INC06075915,TRUE,UNKNOWN,Monitoring Alert,,FALSE,KOMAT-EC-ZA-WIT-ZBO-CPT-XS-1,KOMATSU MINING,CRITICAL,1 - High,INC06047135,1 - Critical,2 - Medium,Alert0445420,SO-NOC-Level 1,Alert,TOP/Customer/KOMATSU MINING,(empty),1,ASSET-796,06/10/24 4:54,KOMAT-globalkomatsu-orch-use1: ec-za-wit...,KB0037391 v33.0,,,Not Yet Requested,,(empty),(empty),,Overdue
INC06110194,TRUE,UNKNOWN,Monitoring Alert,,FALSE,KOMAT-EC-IN-NAG-XS-1,KOMATSU MINING,CRITICAL,1 - High,INC06047135,1 - Critical,2 - Medium,Alert0502836,SO-NOC-Level 1,Alert,TOP/Customer/KOMATSU MINING,(empty),1,ASSET-796,07/04/24 1:44,KOMAT-globalkomatsu-orch-use1: ec-in-nag...,KB0048670 v22.0,,,Not Yet Requested,,(empty),(empty),,Overdue
INC04798337,TRUE,UNKNOWN,Monitoring Alert,,FALSE,ENDOP-ENDOP-S-BMN01,"ENDO PHARMACEUTICALS, INC.",Critical,,INC04798336,1 - Critical,2 - Medium,(empty),(empty),Phone,"TOP/Customer/ENDO PHARMACEUTICALS, INC.",(empty),1,ASSET-797,02/05/22 0:21,Net-SNMP: CPU has exceeded threshold: (9...,KB0022210 v1.0,,Net-SNMP: CPU has exceeded threshold,Not Yet Requested,,(empty),(empty),0 Seconds,On Time
INC06104919,TRUE,UNKNOWN,Monitoring Alert,,FALSE,KOMAT-EC-ZA-NZA-ECV-1,KOMATSU MINING,CRITICAL,1 - High,INC06047135,1 - Critical,2 - Medium,Alert0493282,SO-NOC-Level 1,Alert,TOP/Customer/KOMATSU MINING,(empty),1,ASSET-797,6/29/24 20:01,KOMAT-globalkomatsu-orch-use1: ec-za-nza...,KB0048670 v22.0,,,Not Yet Requested,,(empty),(empty),,Overdue
INC06106899,TRUE,UNKNOWN,Monitoring Alert,,FALSE,KOMAT-EC-ZA-NZA-ECV-1,KOMATSU MINING,CRITICAL,1 - High,INC06047135,1 - Critical,2 - Medium,Alert0496616,SO-NOC-Level 1,Alert,TOP/Customer/KOMATSU MINING,(empty),1,ASSET-797,07/01/24 23:06,KOMAT-globalkomatsu-orch-use1: ec-za-nza...,KB0048670 v22.0,,,Not Yet Requested,,(empty),(empty),,Overdue
INC06109173,TRUE,UNKNOWN,Monitoring Alert,,FALSE,KOMAT-EC-ZA-NZA-ECV-1,KOMATSU MINING,CRITICAL,1 - High,INC06047135,1 - Critical,2 - Medium,Alert0501189,SO-NOC-Level 1,Alert,TOP/Customer/KOMATSU MINING,(empty),1,ASSET-797,07/03/24 10:48,KOMAT-globalkomatsu-orch-use1: ec-za-nza...,KB0048670 v22.0,,,Not Yet Requested,,(empty),(empty),,Overdue
INC06118784,TRUE,UNKNOWN,Monitoring Alert,,FALSE,INFRA-INFRA-S-BMN07,HMS INFRASTRUCTURE TEAM,CRITICAL,1 - High,INC06110404,1 - Critical,2 - Medium,Alert0515336,CDW ENG Infrastructure,Alert,TOP/Customer - No offshore access/HMS IN...,(empty),1,ASSET-797,07/10/24 23:59,"INFRA-infra-s-bmn07: Content Policy: ""co...",KB0032850 v4.0,,,Not Yet Requested,,(empty),Nathan Montemayor: CDW,,On Time
INC04737295,TRUE,UNKNOWN,Monitoring Alert,Network.Switches,FALSE,ACLU-ACLU-DH-CR01,AMERICAN CIVIL LIBERTIES UNION,Critical,3 - Low,INC04737315,1 - Critical,2 - Medium,(empty),SO-NOC-Level 1,ScienceLogic,TOP/Customer/AMERICAN CIVIL LIBERTIES UNION,ACLU-201 W Main Street-Durham-NC-USA,3,ASSET-798,12/21/21 17:03,ACLU-DH-CR01.aclu.org: Interface 'Tw1/0/...,KB0013545 v6.0,,Poller: Interface operationally down,Not Yet Requested,,(empty),(empty),13 Days 13 Hours 56 Minutes,On Time
INC06013988,TRUE,UNKNOWN,Monitoring Alert,,FALSE,FLAGS-JK-PCCECUICB01,"FLAGSTAR BANCORP, INC.",CRITICAL,1 - High,INC05923030,1 - Critical,2 - Medium,Alert0333550,SO-NOC-Collab,Alert,"TOP/Customer/FLAGSTAR BANCORP, INC.",(empty),1,ASSET-798,4/26/24 8:01,\FLAGS-CCE-02:JK-PCCECUICB01 CUIC Data S...,KB0025404 v2.0,,,Not Yet Requested,,(empty),Eric Tanney: CDW,0 Seconds,On Time
INC06042651,TRUE,UNKNOWN,Monitoring Alert,,FALSE,FLAGS-TR-PCCECUICA01,"FLAGSTAR BANCORP, INC.",CRITICAL,1 - High,INC05923030,1 - Critical,2 - Medium,Alert0393638,SO-NOC-Collab,Alert,"TOP/Customer/FLAGSTAR BANCORP, INC.",(empty),1,ASSET-798,5/18/24 9:27,\FLAGS-CCE-02:TR-PCCECUICA01 CUIC Data S...,KB0025404 v2.0,,,Not Yet Requested,,(empty),Eric Tanney: CDW,,On Time
INC06096717,TRUE,UNKNOWN,Monitoring Alert,,FALSE,KOMAT-EC-ZA-NZA-ECV-1,KOMATSU MINING,CRITICAL,1 - High,INC06047135,1 - Critical,2 - Medium,Alert0480079,SO-NOC-Level 1,Alert,TOP/Customer/KOMATSU MINING,(empty),1,ASSET-798,6/24/24 11:30,KOMAT-globalkomatsu-orch-use1: ec-za-nza...,KB0048670 v22.0,,,Not Yet Requested,,(empty),(empty),,Overdue
INC06114591,TRUE,UNKNOWN,Monitoring Alert,,FALSE,GFS-OHMACEDONR1,GORDON FOOD SERVICE INC,CRITICAL,1 - High,INC06114473,1 - Critical,2 - Medium,Alert0509670,SO-NOC-Level 1,Alert,TOP/Customer/GORDON FOOD SERVICE INC,(empty),3,ASSET-798,07/08/24 14:11,GFS-OHMACEDONR1: Interface 'Tu30 - SVDCW...,KB0013545 v10.0,,,Not Yet Requested,,(empty),Akash Sabu: CDW,,On Time
INC06127233,TRUE,UNKNOWN,Monitoring Alert,,FALSE,GFS-NCKANNADCR1,GORDON FOOD SERVICE INC,CRITICAL,1 - High,(empty),1 - Critical,2 - Medium,Alert0528649,SO-NOC-Level 1,Alert,TOP/Customer/GORDON FOOD SERVICE INC,(empty),3,ASSET-798,7/16/24 9:33,Grouped Alerts: GFS-NCKANNADCR1: Interfa...,KB0013545 v10.0,,,Not Yet Requested,,(empty),Breda Elmore: CDW,11 Minutes,On Time
INC06104099,TRUE,UNKNOWN,Monitoring Alert,,FALSE,CLALL-DC1-LEAF12,CLIFTONLARSONALLEN LLP,CRITICAL,1 - High,INC06068996,1 - Critical,2 - Medium,Alert0491908,SO-NOC-Network,Alert,TOP/Customer/CLIFTONLARSONALLEN LLP,(empty),1,ASSET-799,6/28/24 21:52,Grouped Alerts: CLALL-dc1-leaf12: Cisco ...,KB0024044 v11.0,,,Not Yet Requested,,(empty),sangeeta sharma: TEK,,On Time
INC06114595,TRUE,UNKNOWN,Monitoring Alert,,FALSE,GFS-MITRACITYR1,GORDON FOOD SERVICE INC,CRITICAL,1 - High,INC06114473,1 - Critical,2 - Medium,Alert0509663,SO-NOC-Level 1,Alert,TOP/Customer/GORDON FOOD SERVICE INC,(empty),3,ASSET-799,07/08/24 14:11,GFS-MITRACITYR1: Interface 'Tu30 - SVDCW...,KB0013545 v10.0,,,Not Yet Requested,,(empty),Akash Sabu: CDW,,On Time
INC06062746,TRUE,UNKNOWN,Monitoring Alert,,FALSE,KOMAT-EC-ZA-WIT-NDC-FS-XS-1,KOMATSU MINING,CRITICAL,1 - High,INC06047135,1 - Critical,2 - Medium,Alert0428910,SO-NOC-Level 1,Alert,TOP/Customer/KOMATSU MINING,(empty),1,ASSET-800,06/02/24 14:42,KOMAT-globalkomatsu-orch-use1: Orchestra...,KB0048529 v45.0,,,Not Yet Requested,,(empty),(empty),,Overdue
INC06108216,TRUE,UNKNOWN,Monitoring Alert,,FALSE,KOMAT-EC-ZA-NZA-ECV-1,KOMATSU MINING,CRITICAL,1 - High,INC06047135,1 - Critical,2 - Medium,Alert0499650,SO-NOC-Level 1,Alert,TOP/Customer/KOMATSU MINING,(empty),1,ASSET-800,07/02/24 20:29,KOMAT-globalkomatsu-orch-use1: ec-za-nza...,KB0048670 v22.0,,,Not Yet Requested,,(empty),(empty),,Overdue
INC06123358,TRUE,UNKNOWN,Monitoring Alert,,FALSE,HAPP-SUZO-UK-ASA,HAPP CONTROLS INC,CRITICAL,2 - Medium,INC06123217,1 - Critical,2 - Medium,Alert0522528,SO-NOC-Level 1,Alert,TOP/Customer/HAPP CONTROLS INC,(empty),1,ASSET-800,7/13/24 14:10,HAPP-suzo-uk-asa: Device Failed Availabi...,KB0032848 v4.0,,,Not Yet Requested,,(empty),Breda Elmore: CDW,,On Time
INC05112505,TRUE,UNKNOWN,Monitoring Alert,,FALSE,HCS-HCS-SBC-HCSCORE-ORD-2-F,CDW CLOUD COLLABORATION,,,INC05112504,1 - Critical,2 - Medium,(empty),SO-NOC-Collab,Prognosis,TOP/Customer - No offshore access/CDW CL...,(empty),1,ASSET-801,7/31/22 2:38,[HCS-SBC-HCSCORE-ORD-2-F]: SBC Session A...,KB0035843 v32.0,,,Not Yet Requested,,(empty),Jacob Ulrich: CDW,,On Time
INC06125647,TRUE,UNKNOWN,Monitoring Alert,,FALSE,HILLR-SAR-ENGM1-WR02,HILL-ROM COMPANY,CRITICAL,1 - High,INC06122146,1 - Critical,2 - Medium,Alert0526277,SO-NOC-Level 1,Alert,TOP/Customer/HILL-ROM COMPANY,(empty),1,ASSET-801,7/15/24 14:44,HILLR-hillrom-orch-use1: Orchestrator ca...,KB0048529 v45.0,,,Not Yet Requested,,(empty),Breda Elmore: CDW,,On Time
INC05112032,TRUE,UNKNOWN,,,FALSE,CDW-PLACEHOLDER,CDW,,,INC05112010,1 - Critical,1 - High,(empty),SO-NOC-Collab,ServiceNow,TOP/CDW,(empty),1,ASSET-802,7/30/22 16:35,This indicates that the integration betw...,KB0033689 v1.0,,,Not Yet Requested,,(empty),Andres Moreno Gonzalez: CDW,,On Time
INC06047181,TRUE,UNKNOWN,Monitoring Alert,,FALSE,FLAGS-TR-PCCECUICA01,"FLAGSTAR BANCORP, INC.",CRITICAL,1 - High,INC05923030,1 - Critical,2 - Medium,Alert0400455,SO-NOC-Collab,Alert,"TOP/Customer/FLAGSTAR BANCORP, INC.",(empty),1,ASSET-802,5/21/24 16:57,\FLAGS-CCE-02:TR-PCCECUICA01 CUIC Data S...,KB0025404 v2.0,,,Not Yet Requested,,(empty),Eric Tanney: CDW,5 Minutes,On Time
INC06114568,TRUE,UNKNOWN,Monitoring Alert,,FALSE,GFS-ILBRADLEYR1,GORDON FOOD SERVICE INC,CRITICAL,1 - High,INC06114473,1 - Critical,2 - Medium,Alert0509653,SO-NOC-Level 1,Alert,TOP/Customer/GORDON FOOD SERVICE INC,(empty),3,ASSET-802,07/08/24 14:11,GFS-ILBRADLEYR1: Interface 'Tu30 - SVDCW...,KB0013545 v10.0,,,Not Yet Requested,,(empty),Akash Sabu: CDW,,On Time
INC06123794,TRUE,UNKNOWN,Monitoring Alert,,FALSE,KOMAT-EC-ZA-WIT-GDHP-XS-1,KOMATSU MINING,CRITICAL,1 - High,INC06047135,1 - Critical,2 - Medium,Alert0523333,SO-NOC-Level 1,Alert,TOP/Customer/KOMATSU MINING,(empty),1,ASSET-802,7/14/24 0:13,KOMAT-ec-za-wit-gdhp-xs-1: Edge Connect:...,KB0048529 v45.0,,,Not Yet Requested,,(empty),(empty),,Overdue
INC06113125,TRUE,UNKNOWN,Monitoring Alert,,FALSE,KOMAT-GLOBALKOMATSU-ORCH-USE1,KOMATSU MINING,CRITICAL,1 - High,INC06047135,1 - Critical,2 - Medium,Alert0507433,SO-NOC-Level 1,Alert,TOP/Customer/KOMATSU MINING,(empty),1,ASSET-803,07/07/24 18:05,KOMAT-globalkomatsu-orch-use1: Orchestra...,KB0048529 v45.0,,,Not Yet Requested,,(empty),(empty),,Overdue
INC06114614,TRUE,UNKNOWN,Monitoring Alert,,FALSE,GFS-MIORCHARDR1,GORDON FOOD SERVICE INC,CRITICAL,1 - High,INC06114473,1 - Critical,2 - Medium,Alert0509677,SO-NOC-Level 1,Alert,TOP/Customer/GORDON FOOD SERVICE INC,(empty),3,ASSET-804,07/08/24 14:11,GFS-MIORCHARDR1: Interface 'Tu30 - SVDCW...,KB0013545 v10.0,,,Not Yet Requested,,(empty),Akash Sabu: CDW,,On Time
